iast	slp1	pos	n	gloss_idx	gloss_ru	status	flags	gloss_lemma	min_band	nkrya_tokens	synonym_proposal	synonym_ipm	synonym_band
vyavaśṛ	vyavaSf	VERB	2	2	поблекли	flag	inflected,unknown	поблёкнуть		поблёкнуть:V:-:-			
vyavāya	vyavAya	NOUN	5	2	входит	flag	inflected,unknown	входить		входить:V:-:-			
vyaya	vyaya	NOUN	35	3	расходов	flag	inflected,unknown	расход		расход:S:-:-			
vyayavat	vyayavat	noun	2	1	расходами	flag	inflected,unknown	расход		расход:S:-:-			
vyayi	vyayi	noun	7	1	отбрось	flag	inflected,unknown	отбросить		отбросить:V:-:-			
vyayi	vyayi	noun	7	2	шел	flag	inflected,unknown	идти		идти:V:-:-			
vyayi	vyayi	noun	7	3	раскалывая	flag	inflected,unknown	раскалывать		раскалывать:V:-:-			
vyañc	vyaYc	VERB	2	1	распространяет	flag	inflected,unknown	распространять		распространять:V:-:-			
vyañj	vyaYj	VERB	10	2	проявляются	flag	inflected,unknown	проявляться		проявляться:V:-:-			
vyañj	vyaYj	VERB	10	3	обнаруживается	flag	inflected,unknown	обнаруживаться		обнаруживаться:V:-:-			
vyañjaka	vyaYjaka	NOUN	10	2	проявляет	flag	inflected,unknown	проявлять		проявлять:V:-:-			
vyañjana	vyaYjana	NOUN	11	1	знаками	flag	inflected,unknown	знак		знак:S:-:-			
vyañjay	vyaYjay	VERB	2	2	обличают	flag	inflected,unknown	обличать		обличать:V:-:-			
vyaś	vyaS	VERB	11	1	достиг	flag	inflected,unknown	достигнуть		достигнуть:V:-:-			
vyaś	vyaS	VERB	11	2	Проживите	flag	inflected,unknown	прожить		прожить:V:-:-			
vyaś	vyaS	VERB	11	3	наполнило	flag	inflected,unknown	наполнить		наполнить:V:-:-			
vyaṃsay	vyaMsay	VERB	10	1	обезврежен	flag	inflected,unknown	обезвреженный		обезвредить:V:-:-			
vyaṃsay	vyaMsay	VERB	10	2	увернулся	flag	inflected,unknown	увернуться		увернуться:V:-:-			
vyaṃsay	vyaMsay	VERB	10	3	отвратил	flag	inflected,unknown	отвратить		отвратить:V:-:-			
vyaṅga	vyaNga	NOUN	6	1	калек	flag	inflected_ambiguous,unknown			калька:S:-:-			
vyaṅga	vyaNga	NOUN	6	2	уродливым	flag	inflected,unknown	уродливый		уродливый:A:-:-			
vye	vye	VERB	24	1	завернулся	flag	inflected,unknown	завернуться		завернуться:V:-:-			
vye	vye	VERB	24	2	Окутался	flag	inflected,unknown	окутаться		окутаться:V:-:-			
vye	vye	VERB	24	3	накрылся	flag	inflected,unknown	накрыться		накрыться:V:-:-			
vyenas	vyenas	ADJ	2	1	безгрешных	flag	inflected,unknown	безгрешный		безгрешный:A:-:-			
vyoman	vyoman	NOUN	118	1	небе	flag	inflected,unknown	небо		небо:S:-:-			
vyoman	vyoman	NOUN	118	3	небосводе	flag	inflected,unknown	небосвод		небосвод:S:-:-			
vyoṣa	vyoza	NOUN	2	2	обжигающей	flag	inflected,unknown	обжигающий		обжигать:V:-:-			
vyuccar	vyuccar	VERB	2	1	изменяющим	flag	inflected,unknown	изменяющий		изменять:V:-:-			
vyuccar	vyuccar	VERB	2	2	выходят	flag	inflected,unknown	выходить		выходить:V:-:-			
vyucch	vyucC	noun	8	2	зажгись	flag	inflected,unknown	зажечься		зажечься:V:-:-			
vyudas	vyudas	VERB	15	1	отбросив	flag	inflected,unknown	отбросить		отбросить:V:-:-			
vyudas	vyudas	VERB	15	2	отринув	flag	inflected,unknown	отринуть		отринуть:V:-:-			
vyudas	vyudas	VERB	15	3	равнодушен	flag	inflected,unknown	равнодушный		равнодушный:A:-:-			
vyund	vyund	VERB	7	1	отринув	flag	inflected,unknown	отринуть		отринуть:V:-:-			
vyund	vyund	VERB	7	2	устранив	flag	inflected,unknown	устранить		устранить:V:-:-			
vyund	vyund	VERB	7	3	сбросив	flag	inflected,unknown	сбросить		сбросить:V:-:-			
vyupayuj	vyupayuj	VERB	2	1	вмешивается	flag	inflected,unknown	вмешиваться		вмешиваться:V:-:-			
vyupaśam	vyupaSam	VERB	3	1	погашается	flag	inflected,unknown	погашаться		погашаться:V:-:-			
vyupaśam	vyupaSam	VERB	3	3	рассеялся	flag	inflected,unknown	рассеяться		рассеяться:V:-:-			
vyutkram	vyutkram	VERB	5	2	осыпав	flag	inflected,unknown	осыпать		осыпать:V:-:-			
vyutkram	vyutkram	VERB	5	3	бегут	flag	inflected,unknown	бежать		бежать:V:-:-			
vyutthā	vyutTA	VERB	6	1	сбросив	flag	inflected,unknown	сбросить		сбросить:V:-:-			
vyutthā	vyutTA	VERB	6	3	прерывает	flag	inflected,unknown	прерывать		прерывать:V:-:-			
vyuṣ	vyuz	NOUN	8	1	прошла	flag	inflected,unknown	пройти		пройти:V:-:-			
vyuṣ	vyuz	NOUN	8	3	воспламенении	flag	inflected,unknown	воспламенение		воспламенение:S:-:-			
vyuṣṭi	vyuzwi	NOUN	39	1	рассвете	flag	inflected,unknown	рассвет		рассвет:S:-:-			
vyuṣṭi	vyuzwi	NOUN	39	3	вспышках	flag	inflected,unknown	вспышка		вспышка:S:-:-			
vyābhaṣ	vyABaz	VERB	6	1	пугают	flag	inflected,unknown	пугать		пугать:V:-:-			
vyābhaṣ	vyABaz	VERB	6	2	говорили	flag	inflected,unknown	говорить		говорить:V:-:-			
vyābhaṣ	vyABaz	VERB	6	3	вещали	flag	inflected,unknown	вещать		вещать:V:-:-			
vyācakṣ	vyAcakz	VERB	11	1	объясни	flag	inflected,unknown	объяснить		объяснить:V:-:-			
vyācakṣ	vyAcakz	VERB	11	2	объясняется	flag	inflected,unknown	объясняться		объясняться:V:-:-			
vyācakṣ	vyAcakz	VERB	11	3	разъяснили	flag	inflected,unknown	разъяснить		разъяснить:V:-:-			
vyādha	vyADa	NOUN	19	3	охотника	flag	inflected,unknown	охотник		охотник:S:-:-			
vyādhi	vyADi	NOUN	87	3	болезней	flag	inflected_ambiguous,unknown			болезнь:S:-:-			
vyādhibahula	vyADibahula	noun	3	1	болезненными	flag	inflected,unknown	болезненный		болезненный:A:-:-			
vyādhita	vyADita	ADJ	12	2	больным	flag	inflected,unknown	больной		больной:A:-:-			
vyādhā	vyADA	VERB	2	1	страдают	flag	inflected,unknown	страдать		страдать:V:-:-			
vyādhū	vyADU	VERB	4	1	взмахнула	flag	inflected,unknown	взмахнуть		взмахнуть:V:-:-			
vyādhū	vyADU	VERB	4	3	взвивались	flag	inflected,unknown	взвиваться		взвиваться:V:-:-			
vyādiś	vyAdiS	VERB	30	1	повелел	flag	inflected,unknown	повелеть		повелеть:V:-:-			
vyādiś	vyAdiS	VERB	30	2	приказал	flag	inflected,unknown	приказать		приказать:V:-:-			
vyādiś	vyAdiS	VERB	30	3	приказали	flag	inflected,unknown	приказать		приказать:V:-:-			
vyādā	vyAdA	VERB	8	1	распахнутую	flag	inflected,unknown	распахнутый		распахнуть:V:-:-			
vyādā	vyAdA	VERB	8	2	Распахнув	flag	inflected,unknown	распахнуть		распахнуть:V:-:-			
vyādā	vyAdA	VERB	8	3	Открыв	flag	inflected,unknown	открыть		открыть:V:-:-			
vyāghra	vyAGra	NOUN	135	3	тигра	flag	inflected,unknown	тигр		тигр:S:-:-			
vyāghrī	vyAGrI	NOUN	6	2	тигрицами	flag	inflected,unknown	тигрица		тигрица:S:-:-			
vyāghāta	vyAGAta	NOUN	11	3	опровергается	flag	inflected,unknown	опровергаться		опровергаться:V:-:-			
vyāhan	vyAhan	VERB	20	1	противоречит	flag	inflected,unknown	противоречить		противоречить:V:-:-			
vyāhan	vyAhan	VERB	20	2	разрушая	flag	inflected,unknown	разрушать		разрушать:V:-:-			
vyāhan	vyAhan	VERB	20	3	разрушает	flag	inflected,unknown	разрушать		разрушать:V:-:-			
vyāhatatva	vyAhatatva	noun	5	1	противоречиво	flag	inflected,unknown	противоречивый		противоречивый:A:-:-			
vyāhṛ	vyAhf	VERB	103	1	произнося	flag	inflected,unknown	произносить		произносить:V:-:-			
vyāhṛ	vyAhf	VERB	103	2	сказал	flag	inflected	сказать	5	сказать:V:5:2472.22			
vyāhṛti	vyAhfti	NOUN	7	2	возглашениями	flag	inflected,unknown	возглашение		возглашение:S:-:-			
vyāhṛti	vyAhfti	NOUN	7	3	возглашений	flag	inflected,unknown	возглашение		возглашение:S:-:-			
vyāja	vyAja	NOUN	18	1	уловкой	flag	inflected,unknown	уловка		уловка:S:-:-			
vyākhyā	vyAKyA	VERB	73	1	объяснено	flag	inflected,unknown	объяснённый		объяснить:V:-:-			
vyākhyā	vyAKyA	VERB	73	2	разъяснено	flag	inflected,unknown	разъяснённый		разъяснить:V:-:-			
vyākruś	vyAkruS	VERB	3	2	взывали	flag	inflected,unknown	взывать		взывать:V:-:-			
vyākula	vyAkula	ADJ	19	1	Волнуется	flag	inflected,unknown	волноваться		волноваться:V:-:-			
vyākula	vyAkula	ADJ	19	3	спутались	flag	inflected,unknown	спутаться		спутаться:V:-:-			
vyākulacetas	vyAkulacetas	noun	2	1	смешавшегося	flag	inflected,unknown	смешавшийся		смешаться:V:-:-			
vyākulita	vyAkulita	ADJ	2	1	отягощенного	flag	inflected,unknown	отягощённый		отяготить:V:-:-			
vyākṛ	vyAkf	VERB	13	1	явлю	flag	inflected,unknown	явить		явить:V:-:-			
vyākṛ	vyAkf	VERB	13	2	разделяю	flag	inflected,unknown	разделять		разделять:V:-:-			
vyākṛ	vyAkf	VERB	13	3	разделил	flag	inflected,unknown	разделить		разделить:V:-:-			
vyākṣip	vyAkzip	VERB	14	1	натянул	flag	inflected,unknown	натянуть		натянуть:V:-:-			
vyākṣip	vyAkzip	VERB	14	3	натягивая	flag	inflected,unknown	натягивать		натягивать:V:-:-			
vyāla	vyAla	NOUN	35	2	змеями	flag	inflected_ambiguous		3	змея:S:3:27.43			
vyālamb	vyAlamb	VERB	2	1	застыло	flag	inflected_ambiguous,unknown			застылый:A:-:-			
vyālamb	vyAlamb	VERB	2	2	преклонись	flag	inflected,unknown	преклониться		преклониться:V:-:-			
vyālī	vyAlI	NOUN	6	1	змеей	flag	inflected	змея	3	змея:S:3:27.43			
vyāmiśra	vyAmiSra	ADJ	22	1	противоречивой	flag	inflected,unknown	противоречивый		противоречивый:A:-:-			
vyāmiśra	vyAmiSra	ADJ	22	2	двусмысленными	flag	inflected,unknown	двусмысленный		двусмысленный:A:-:-			
vyāmiśra	vyAmiSra	ADJ	22	3	противоречивым	flag	inflected,unknown	противоречивый		противоречивый:A:-:-			
vyāmoha	vyAmoha	NOUN	2	2	ослепленного	flag	inflected,unknown	ослеплённый		ослепить:V:-:-			
vyāp	vyAp	VERB	88	1	проникая	flag	inflected,unknown	проникать		проникать:V:-:-			
vyāp	vyAp	VERB	88	2	наполнив	flag	inflected,unknown	наполнить		наполнить:V:-:-			
vyāp	vyAp	VERB	88	3	пронизывая	flag	inflected,unknown	пронизывать		пронизывать:V:-:-			
vyāpi	vyApi	noun	8	1	заполнили	flag	inflected,unknown	заполнить		заполнить:V:-:-			
vyāpi	vyApi	noun	8	2	проникающей	flag	inflected,unknown	проникающий		проникать:V:-:-			
vyāpi	vyApi	noun	8	3	пронизано	flag	inflected,unknown	пронизанный		пронизать:V:-:-			
vyāpin	vyApin	ADJ	6	2	простирается	flag	inflected,unknown	простираться		простираться:V:-:-			
vyāpti	vyApti	NOUN	8	3	проникает	flag	inflected,unknown	проникать		проникать:V:-:-			
vyāpāri	vyApAri	noun	4	1	доставал	flag	inflected_ambiguous,unknown			доставать:V:-:-			
vyāpāri	vyApAri	noun	4	3	назначен	flag	inflected,unknown	назначенный		назначить:V:-:-			
vyāpṛta	vyApfta	ADJ	6	1	занят	flag	inflected_ambiguous,unknown			занятый:A:-:-			
vyāpṛta	vyApfta	ADJ	6	3	удовлетворен	flag	inflected,unknown	удовлетворённый		удовлетворить:V:-:-			
vyāsañj	vyAsaYj	VERB	7	1	ссылаясь	flag	inflected,unknown	ссылаться		ссылаться:V:-:-			
vyāsañj	vyAsaYj	VERB	7	3	занятого	flag	inflected_ambiguous,unknown			занятой:A:-:-			
vyāsthā	vyAsTA	noun	2	1	разметал	flag	inflected,unknown	разметать		разметать:V:-:-			
vyāthi	vyATi	noun	5	1	встряхни	flag	inflected,unknown	встряхнуть		встряхнуть:V:-:-			
vyāthi	vyATi	noun	5	2	досадив	flag	inflected,unknown	досадить		досадить:V:-:-			
vyāthi	vyATi	noun	5	3	решится	flag	inflected,unknown	решиться		решиться:V:-:-			
vyātta	vyAtta	ADJ	8	1	раскрыто	flag	inflected,unknown	раскрытый		раскрытый:V:-:-			
vyāvahārika	vyAvahArika	ADJ	3	3	любых	flag	inflected,unknown	любой		любой:A:-:-			
vyāvartana	vyAvartana	NOUN	3	2	разделяются	flag	inflected,unknown	разделяться		разделяться:V:-:-			
vyāvartana	vyAvartana	NOUN	3	3	развилке	flag	inflected_ambiguous,unknown			развилка:S:-:-			
vyāvartay	vyAvartay	VERB	6	1	поверну	flag	inflected,unknown	повернуть		повернуть:V:-:-			
vyāvarti	vyAvarti	noun	3	1	оскудевает	flag	inflected,unknown	оскудевать		оскудевать:V:-:-			
vyāvarti	vyAvarti	noun	3	2	скудеет	flag	inflected,unknown	скудеть		скудеть:V:-:-			
vyāvarti	vyAvarti	noun	3	3	меркнет	flag	inflected,unknown	меркнуть		меркнуть:V:-:-			
vyāvyadh	vyAvyaD	VERB	4	1	размахнувшись	flag	inflected,unknown	размахнуться		размахнуться:V:-:-			
vyāvyadh	vyAvyaD	VERB	4	2	метнул	flag	inflected,unknown	метнуть		метнуть:V:-:-			
vyāvṛ	vyAvf	VERB	2	1	окутал	flag	inflected,unknown	окутать		окутать:V:-:-			
vyāvṛ	vyAvf	VERB	2	2	покрыл	flag	inflected,unknown	покрыть		покрыть:V:-:-			
vyāvṛt	vyAvft	VERB	26	1	уклоняется	flag	inflected,unknown	уклоняться		уклоняться:V:-:-			
vyāvṛt	vyAvft	VERB	26	2	возвращаются	flag	inflected,unknown	возвращаться		возвращаться:V:-:-			
vyāvṛtti	vyAvftti	NOUN	3	2	различаются	flag	inflected,unknown	различаться		различаться:V:-:-			
vyāyam	vyAyam	VERB	24	1	сражались	flag	inflected,unknown	сражаться		сражаться:V:-:-			
vyāyudha	vyAyuDa	ADJ	7	3	безоружным	flag	inflected,unknown	безоружный		безоружный:A:-:-			
vyāyāma	vyAyAma	NOUN	14	1	усилий	flag	inflected,unknown	усилие		усилие:S:-:-			
vyāśri	vyASri	VERB	2	1	примкнули	flag	inflected,unknown	примкнуть		примкнуть:V:-:-			
vyūh	vyUh	VERB	91	1	построив	flag	inflected,unknown	построить		построить:V:-:-			
vyūh	vyUh	VERB	91	2	построил	flag	inflected,unknown	построить		построить:V:-:-			
vyūh	vyUh	VERB	91	3	построились	flag	inflected,unknown	построиться		построиться:V:-:-			
vyūha	vyUha	NOUN	94	3	строя	flag	inflected_ambiguous,unknown			строй:S:-:-			
vyūrṇu	vyUrRu	verb	7	1	раскроет	flag	inflected,unknown	раскрыть		раскрыть:V:-:-			
vyūrṇu	vyUrRu	verb	7	2	открой	flag	inflected,unknown	открыть		открыть:V:-:-			
vyūrṇu	vyUrRu	verb	7	3	раскроют	flag	inflected,unknown	раскрыть		раскрыть:V:-:-			
vyṛṣ	vyfz	VERB	4	1	пронзит	flag	inflected,unknown	пронзить		пронзить:V:-:-			
vācaka	vAcaka	ADJ	15	1	обозначает	flag	inflected,unknown	обозначать		обозначать:V:-:-			
vācaka	vAcaka	ADJ	15	3	безумным	flag	inflected,unknown	безумный		безумный:A:-:-			
vācay	vAcay	VERB	15	1	сказала	flag	inflected	сказать	5	сказать:V:5:2472.22			
vācay	vAcay	VERB	15	2	уведомил	flag	inflected,unknown	уведомить		уведомить:V:-:-			
vāci	vAci	noun	5	2	рассказывают	flag	inflected,unknown	рассказывать		рассказывать:V:-:-			
vāda	vAda	NOUN	56	1	слов	flag	inflected,unknown	слово		слово:S:-:-			
vādaka	vAdaka	NOUN	4	1	поэтами	flag	inflected,unknown	поэт		поэт:S:-:-			
vāday	vAday	VERB	28	1	играет	flag	inflected,unknown	играть		играть:V:-:-			
vāday	vAday	VERB	28	2	хлопали	flag	inflected,unknown	хлопать		хлопать:V:-:-			
vāday	vAday	VERB	28	3	затрубили	flag	inflected,unknown	затрубить		затрубить:V:-:-			
vādin	vAdin	ADJ	60	1	говорящие	flag	inflected_ambiguous,unknown			говорящий:A:-:-			
vādin	vAdin	ADJ	60	3	говорящему	flag	inflected_ambiguous,unknown			говорящий:A:-:-			
vādita	vAdita	NOUN	9	2	музыкой	flag	inflected,unknown	музыка		музыка:S:-:-			
vādita	vAdita	NOUN	9	3	музыку	flag	inflected,unknown	музыка		музыка:S:-:-			
vādya	vAdya	NOUN	4	1	музыку	flag	inflected,unknown	музыка		музыка:S:-:-			
vāgbandhana	vAgbanDana	NOUN	3	2	замолчал	flag	inflected,unknown	замолчать		замолчать:V:-:-			
vāghant	vAGant	NOUN	19	2	жрецами	flag	inflected,unknown	жрец		жрец:S:-:-			
vāghant	vAGant	NOUN	19	3	жрецу	flag	inflected,unknown	жрец		жрец:S:-:-			
vāghat	vAGat	noun	6	1	жрецами	flag	inflected,unknown	жрец		жрец:S:-:-			
vāghat	vAGat	noun	6	2	жрецов	flag	inflected,unknown	жрец		жрец:S:-:-			
vāgurā	vAgurA	NOUN	4	2	капкана	flag	inflected,unknown	капкан		капкан:S:-:-			
vāha	vAha	NOUN	65	1	коней	flag	inflected,unknown	конь		конь:S:-:-			
vāhas	vAhas	ADJ	2	1	перевозке	flag	inflected,unknown	перевозка		перевозка:S:-:-			
vāhay	vAhay	VERB	29	3	погнал	flag	inflected,unknown	погнать		погнать:V:-:-			
vāhi	vAhi	noun	11	1	течет	flag	inflected,unknown	течь		течь:V:-:-			
vāhi	vAhi	noun	11	2	днем	flag	inflected_ambiguous,unknown			день:S:-:-			
vāhi	vAhi	noun	11	3	гнавшему	flag	inflected,unknown	гнавший		гнать:V:-:-			
vāhin	vAhin	ADJ	3	3	вей	flag	inflected_ambiguous,unknown			веять:V:-:-			
vāja	vAja	NOUN	417	1	награду	flag	inflected,unknown	награда		награда:S:-:-			
vāja	vAja	NOUN	417	3	награде	flag	inflected,unknown	награда		награда:S:-:-			
vājavat	vAjavat	ADJ	10	1	наград	flag	inflected,unknown	награда		награда:S:-:-			
vājavat	vAjavat	ADJ	10	3	наградой	flag	inflected,unknown	награда		награда:S:-:-			
vājin	vAjin	NOUN	413	1	коней	flag	inflected,unknown	конь		конь:S:-:-			
vājinīvat	vAjinIvat	ADJ	23	2	награждает	flag	inflected,unknown	награждать		награждать:V:-:-			
vākovākya	vAkovAkya	NOUN	6	1	логику	flag	inflected_ambiguous,unknown			логика:S:-:-			
vākyakāra	vAkyakAra	noun	4	3	говорится	flag	inflected,unknown	говориться		говориться:V:-:-			
vākyārtha	vAkyArTa	noun	5	2	обозначает	flag	inflected,unknown	обозначать		обозначать:V:-:-			
vālin	vAlin	NOUN	21	3	Вали	flag	inflected,name	валить					
vāluka	vAluka	NOUN	4	1	песчаными	flag	inflected,unknown	песчаный		песчаный:A:-:-			
vālukā	vAlukA	NOUN	4	2	песка	flag	inflected,unknown	песок		песок:S:-:-			
vāma	vAma	ADJ	124	1	левой	flag	inflected,unknown	левый		левый:A:-:-			
vāmana	vAmana	NOUN	41	3	карлика	flag	inflected,unknown	карлик		карлик:S:-:-			
vāmanikā	vAmanikA	NOUN	2	1	карлицами	flag	inflected,unknown	карлица		карлица:S:-:-			
vāmetara	vAmetara	ADJ	3	1	правой	flag	inflected,unknown	правый		правый:A:-:-			
vāmākṣī	vAmAkzI	noun	3	1	дев	flag	inflected_ambiguous,unknown			дева:S:-:-			
vāmākṣī	vAmAkzI	noun	3	3	красавиц	flag	inflected,unknown	красавица		красавица:S:-:-			
vānara	vAnara	NOUN	213	3	обезьян	flag	inflected,unknown	обезьяна		обезьяна:S:-:-			
vāni	vAni	noun	42	2	добудут	flag	inflected,unknown	добыть		добыть:V:-:-			
vānti	vAnti	NOUN	10	1	веют	flag	inflected,unknown	веять		веять:V:-:-			
vānti	vAnti	NOUN	10	2	дуют	flag	inflected,unknown	дуть		дуть:V:-:-			
vānīra	vAnIra	NOUN	2	1	тростником	flag	inflected,unknown	тростник		тростник:S:-:-			
vānīra	vAnIra	NOUN	2	2	лиан	flag	inflected,unknown	лиана		лиана:S:-:-			
vār	vAr	NOUN	27	2	воду	flag	inflected_ambiguous		4	вода:S:4:573.16			
vāra	vAra	NOUN	78	2	сите	flag	inflected_ambiguous,unknown			сит:S:-:-			
vāra	vAra	NOUN	78	3	ситу	flag	inflected_ambiguous,unknown			сит:S:-:-			
vāramukhyā	vAramuKyA	NOUN	9	1	гетер	flag	inflected,unknown	гетера		гетера:S:-:-			
vāray	vAray	VERB	303	1	сдерживал	flag	inflected,unknown	сдерживать		сдерживать:V:-:-			
vāray	vAray	VERB	303	2	остановил	flag	inflected,unknown	остановить		остановить:V:-:-			
vāraṇa	vAraRa	NOUN	100	1	слонов	flag	inflected,unknown	слон		слон:S:-:-			
vāraṇasāhvaya	vAraRasAhvaya	noun	7	3	слона	flag	inflected,unknown	слон		слон:S:-:-			
vāraṇendra	vAraRendra	noun	5	1	слонов	flag	inflected,unknown	слон		слон:S:-:-			
vārddhuṣika	vArdDuzika	NOUN	4	1	ростовщика	flag	inflected,unknown	ростовщик		ростовщик:S:-:-			
vārddhuṣika	vArdDuzika	NOUN	4	2	ростовщикам	flag	inflected,unknown	ростовщик		ростовщик:S:-:-			
vāri	vAri	NOUN	62	3	водой	flag	inflected	вода	4	вода:S:4:573.16			
vāridhara	vAriDara	NOUN	3	1	тучами	flag	inflected,unknown	туча		туча:S:-:-			
vāridhara	vAriDara	NOUN	3	2	дождя	flag	inflected,unknown	дождь		дождь:S:-:-			
vārija	vArija	NOUN	8	3	раковину	flag	inflected,unknown	раковина		раковина:S:-:-			
vārttā	vArttA	NOUN	19	1	профессиям	flag	inflected,unknown	профессия		профессия:S:-:-			
vārāha	vArAha	ADJ	6	1	вепря	flag	inflected,unknown	вепрь		вепрь:S:-:-			
vārṣabha	vArzaBa	noun	2	1	быка	flag	inflected,unknown	бык		бык:S:-:-			
vārṣika	vArzika	ADJ	15	1	дождливых	flag	inflected,unknown	дождливый		дождливый:A:-:-			
vāsaka	vAsaka	NOUN	4	3	черед	flag	inflected_ambiguous,unknown			черёд:S:-:-			
vāsana	vAsana	NOUN	2	2	благовониями	flag	inflected,unknown	благовоние		благовоние:S:-:-			
vāsanta	vAsanta	ADJ	2	1	весенних	flag	inflected,unknown	весенний		весенний:A:-:-			
vāsara	vAsara	NOUN	7	2	утреннюю	flag	inflected,unknown	утренний		утренний:A:-:-			
vāsas	vAsas	NOUN	241	2	одежду	flag	inflected,unknown	одежда		одежда:S:-:-			
vāsay	vAsay	VERB	39	1	осветил	flag	inflected,unknown	осветить		осветить:V:-:-			
vāsay	vAsay	VERB	39	2	одеваем	flag	inflected,unknown	одевать		одевать:V:-:-			
vāsay	vAsay	VERB	39	3	рядя	flag	inflected,unknown	рядить		рядить:V:-:-			
vāsi	vAsi	verb	9	1	окутано	flag	inflected,unknown	окутанный		окутать:V:-:-			
vāsi	vAsi	verb	9	2	одеваем	flag	inflected,unknown	одевать		одевать:V:-:-			
vāsin	vAsin	ADJ	42	1	живущих	flag	inflected,unknown	живущий		жить:V:-:-			
vātay	vAtay	VERB	4	1	вдохни	flag	inflected,unknown	вдохнуть		вдохнуть:V:-:-			
vātay	vAtay	VERB	4	2	раздуваем	flag	inflected,unknown	раздувать		раздувать:V:-:-			
vātyā	vAtyA	NOUN	2	1	вихря	flag	inflected,unknown	вихрь		вихрь:S:-:-			
vātyā	vAtyA	NOUN	2	2	урагана	flag	inflected,unknown	ураган		ураган:S:-:-			
vātāyana	vAtAyana	NOUN	5	3	окну	flag	inflected,unknown	окно		окно:S:-:-			
vāvac	vAvac	VERB	2	1	понукал	flag	inflected,unknown	понукать		понукать:V:-:-			
vāvad	vAvad	VERB	5	1	звучит	flag	inflected,unknown	звучать		звучать:V:-:-			
vāvas	vAvas	noun	4	2	закутавшись	flag	inflected,unknown	закутаться		закутаться:V:-:-			
vāvas	vAvas	noun	4	3	рядясь	flag	inflected,unknown	рядиться		рядиться:V:-:-			
vāvyay	vAvyay	noun	2	1	оденься	flag	inflected,unknown	одеться		одеться:V:-:-			
vāvā	vAvA	noun	2	1	заключенным	flag	inflected,unknown	заключённый		заключить:V:-:-			
vāvātā	vAvAtA	NOUN	4	1	третьей	flag	inflected,unknown	третий		третий:A:-:-			
vāvātā	vAvAtA	NOUN	4	3	Любимая	flag	inflected_ambiguous,unknown			любимый:A:-:-			
vāyasa	vAyasa	NOUN	43	3	ворону	flag	inflected_ambiguous,unknown			ворон:S:-:-			
vāñch	vAYC	VERB	27	2	пожелает	flag	inflected,unknown	пожелать		пожелать:V:-:-			
vāñch	vAYC	VERB	27	3	желает	flag	inflected	желать	4	желать:V:4:213.33			
vāñchā	vAYCA	NOUN	5	1	ищет	flag	inflected,unknown	искать		искать:V:-:-			
vāś	vAS	VERB	46	3	мыча	flag	inflected,unknown	мычать		мычать:V:-:-			
vāśita	vASita	NOUN	3	1	крика	flag	inflected,unknown	крик		крик:S:-:-			
vāśitā	vASitA	NOUN	2	1	слониху	flag	inflected,unknown	слониха		слониха:S:-:-			
vāśra	vASra	ADJ	8	1	ревя	flag	inflected,unknown	реветь		реветь:V:-:-			
vāśra	vASra	ADJ	8	2	мычащему	flag	inflected,unknown	мычащий		мычать:V:-:-			
vāśrā	vASrA	NOUN	12	3	ревя	flag	inflected,unknown	реветь		реветь:V:-:-			
vāśī	vASI	NOUN	9	2	топорами	flag	inflected,unknown	топор		топор:S:-:-			
vāṅmaya	vANmaya	noun	17	3	словесною	flag	inflected,unknown	словесный		словесный:A:-:-			
vāṇa	vARa	NOUN	10	2	звука	flag	inflected,unknown	звук		звук:S:-:-			
vāṇijya	vARijya	NOUN	20	2	торговлю	flag	inflected,unknown	торговля		торговля:S:-:-			
vāṇī	vARI	NOUN	60	2	голосов	flag	inflected,unknown	голос		голос:S:-:-			
vāṭikā	vAwikA	NOUN	3	2	роще	flag	inflected,unknown	роща		роща:S:-:-			
vī	vI	VERB	159	2	исполняешь	flag	inflected,unknown	исполнять		исполнять:V:-:-			
vīci	vIci	NOUN	7	1	волнам	flag	inflected,unknown	волна		волна:S:-:-			
vīci	vIci	NOUN	7	2	соблазном	flag	inflected,unknown	соблазн		соблазн:S:-:-			
vīdhra	vIDra	NOUN	2	1	ясному	flag	inflected,unknown	ясный		ясный:A:-:-			
vījay	vIjay	VERB	9	2	обмахивалось	flag	inflected,unknown	обмахиваться		обмахиваться:V:-:-			
vījay	vIjay	VERB	9	3	обвевали	flag	inflected,unknown	обвевать		обвевать:V:-:-			
vīkṣ	vIkz	VERB	84	1	видя	flag	inflected,unknown	видеть		видеть:V:-:-			
vīkṣ	vIkz	VERB	84	2	взирают	flag	inflected,unknown	взирать		взирать:V:-:-			
vīkṣ	vIkz	VERB	84	3	увидев	flag	inflected	увидеть	4	увидеть:V:4:448.26			
vīkṣita	vIkzita	NOUN	3	3	взглядывают	flag	inflected,unknown	взглядывать		взглядывать:V:-:-			
vīkṣā	vIkzA	NOUN	4	1	оглядывали	flag	inflected,unknown	оглядывать		оглядывать:V:-:-			
vīkṣā	vIkzA	NOUN	4	3	посмотрел	flag	inflected,unknown	посмотреть		посмотреть:V:-:-			
vīra	vIra	NOUN	1364	3	героя	flag	inflected,unknown	герой		герой:S:-:-			
vīrakarma	vIrakarma	noun	2	1	подвигам	flag	inflected,unknown	подвиг		подвиг:S:-:-			
