lemma	nkrya_pos	gloss_rows
многа	S	1
многажды	ADV	1
многоветвистый	A	1
многоводный	A	1
многовосхвалить	V	1
многогрешный	A	1
многодетный	A	1
многодоблестный	A	1
многозначащий	A	1
многозначительно	ADV	1
многократный	A	1
многолетний	A	1
многоликий	A	1
многолюбимый	A	1
многолюдный	A	1
многолюдство	S	1
многонаправленность	S	1
многообещать	V	1
многообещающий	A	1
многообильный	A	1
многообразие	S	1
многопризвать	V	1
многоразличный	A	1
многоречивый	A	1
многорожать	V	1
многосвершать	V	1
многословие	S	1
многострадальный	A	1
многоуважаемый	A	1
многоумный	A	1
многохитрый	A	1
многоценить	V	1
многоценный	A	1
многочастно-разделить	V	1
многочисленность	S	1
многочудесный	A	1
многоэтажный	A	1
множественность	S	1
множественный	A	1
множить	V	1
мобильно	ADV	1
могильный	A	1
мода	S	1
модифицированность	S	1
модифицированный	A	1
моемъ	S	1
мозоль	S	1
моимъ	S	1
мокрота	S	1
мокша	S	1
молва	S	1
молитвенник	S	1
молитвенно	ADV	1
молитвенный	A	1
молоденький	A	1
молозиво	S	1
молоть	V	1
молчаливо	ADV	1
молчаливый	A	1
моль	S	1
монотонный	A	1
мораль	S	1
морить	V	1
мороз	S	1
морозный	A	1
морок	S	1
морщить	V	1
москит	S	1
мошка	S	1
мошкара	S	1
мошонка-горшок	S	1
мощнолукия	S	1
мощнорастить	V	1
мощнородить	V	1
мощношуметь	V	1
мститель	S	1
муджават	S	1
мудрец-бог	S	1
мудрец-дваждырожденный	S	1
мудрост	S	1
муж-властелин	S	1
мужественно	ADV	1
мужественность	S	1
мужеубийца	S	1
мужичок	S	1
музыкант	S	1
мукть	S	1
мулали	S	1
мунг	S	1
мунджа	S	1
мунджи	S	1
мунить	V	1
муравьиный	A	1
мурашка	S	1
мускул	S	1
мучатъ	S	1
мушкара	S	1
мыслимый	A	1
мытьё	S	1
мышца	S	1
мякина	S	1
мясной	A	1
мятеж	S	1
мятежность	S	1
набежать	V	1
набирать	V	1
набираться	V	1
наблюдение	S	1
набожност	S	1
набор	S	1
набрать	V	1
набросить	V	1
набухлый	A	1
наваждение	S	1
навака	S	1
навевать	V	1
наверстать	V	1
навершие	S	1
навестить	V	1
навечно	ADV	1
навещать	V	1
нависнуть	V	1
навлечь	V	1
наводнить	V	1
навострить	V	1
навязывать	V	1
нагибаться	V	1
наговаривать	V	1
наголо	ADV	1
нагота	S	1
нагревать	V	1
нагреваться	V	1
нагромоздить	V	1
нагрянуть	V	1
нагхариш	S	1
над	S	1
наданиман	S	1
надвинуться	V	1
надевать	V	1
надеждъ	S	1
наделение	S	1
наделяться	V	1
надик	S	1
надикий	A	1
надменность	S	1
надобность	S	1
надоить	V	1
надпись	S	1
надрезать	V	1
надсмотрщик	S	1
надуваться	V	1
наездник	S	1
наесться	V	1
наживка	S	1
назначение	S	1
назначеннымъ	S	1
наидоблестный	A	1
наизнанку	ADV	1
наизусть	ADV	1
наилёгкий	A	1
наименее	ADV	1
наимудрый	A	1
наитайный	A	1
наичудесный	A	1
найтись	V	1
наказ	S	1
накапливать	V	1
накапливаться	V	1
накинуть	V	1
накинуться	V	1
накипь	S	1
накладка	S	1
накопительство	S	1
накоплять	V	1
накопляться	V	1
накрасить	V	1
накрыться	V	1
нактамалак	S	1
налагать	V	1
наливаться	V	1
наливка	S	1
налик	S	1
налитой	A	1
наличествовать	V	1
намазывать	V	1
намас	S	1
намекать	V	1
намеренно	ADV	1
намерить	V	1
нанду	S	1
нандьяварт	S	1
наноситься	V	1
наотмашь	ADV	1
напакостить	V	1
напев	S	1
наперегонки	ADV	1
наперёд	ADV	1
напитать	V	1
напиться	V	1
наповал	ADV	1
напой	S	1
наполнитель	S	1
наполняться	V	1
напористый	A	1
напрягаться	V	1
напрячь	V	1
напугать-напугать	V	1
нарамедху	S	1
нарача	S	1
нарашанси	S	1
нард	S	1
наречение	S	1
нарост	S	1
нартан	S	1
наружный	A	1
наручный	A	1
нарушитель	S	1
нарыв	S	1
насадилъ	S	1
насильник	S	1
насильственный	A	1
наслышан	A	1
насмерть	ADV	1
насмешник	S	1
насмеяться	V	1
наставать	V	1
настаивать	V	1
настик	S	1
настойчивость	S	1
насторожиться	V	1
насторона	S	1
настраиваться	V	1
наступаютъ	S	1
насчитываться	V	1
наталкивать	V	1
натирать	V	1
наточить	V	1
натрое	ADV	1
натуга	S	1
нать	S	1
натягивание	S	1
натяжение	S	1
научать	V	1
научный	A	1
нахлёстывать	V	1
нахмуренный	S	1
нахождение	S	1
нацарапать	V	1
нацелить	V	1
началахъ	S	1
начальник	S	1
начинаться	V	1
начищаться	V	1
нашёптывать	V	1
наёмник	S	1
наёмный	A	1
не-артх	S	1
не-брахман	S	1
не-деятель	S	1
не-дхарма	S	1
не-дыхание	S	1
не-истина	S	1
не-колдун	S	1
не-место	S	1
не-модификация	S	1
не-познание	S	1
не-причина	S	1
не-свет	S	1
не-скупец	S	1
не-царь	S	1
неадекватный	A	1
неалчный	A	1
небесстрастный	A	1
неблаговоспитанный	A	1
неблагодетельный	A	1
неблагопристойный	A	1
неблагоразумный	A	1
неблизкий	A	1
небрежность	S	1
небрежный	A	1
невербальный	A	1
невестин	A	1
невечный	A	1
невзначай	ADV	1
невидимомъ	S	1
невидимость	S	1
невиновность	S	1
невменяемый	A	1
невнимательный	A	1
невнятный	A	1
невоздержанность	S	1
невозмутимо	ADV	1
невоплощённый	A	1
невоспитанный	A	1
невыжатый	A	1
невысказанный	A	1
невыход	S	1
нега	S	1
негодник	S	1
негодовать	V	1
негостеприимный	A	1
недалеко	ADV	1
недальновидный	A	1
недваждырожденный	A	1
недвижный	A	1
недействительный	A	1
недействующий	A	1
неделимость	S	1
недеяние	S	1
недифференцированный	A	1
недоброжелательность	S	1
недоваренный	A	1
недоверие	S	1
недоверчивый	A	1
недовольно	ADV	1
недоделать	V	1
недойный	A	1
недоказуемый	A	1
недомогание	S	1
недопустимо	ADV	1
недопустимый	A	1
недопущение	S	1
недостаточно	ADV	1
недостижный	A	1
недостойно	ADV	1
недостойнымъ	S	1
недосугомъ	S	1
недрагоценный	A	1
недремлющий	A	1
нежелательный	A	1
нежелающий	A	1
нежность	S	1
незавидный	A	1
независимъ	S	1
независимый	A	1
незагрязнённый	A	1
незажжённый	A	1
незаконно	ADV	1
незаконный	A	1
незаметный	A	1
незамутнённый	A	1
незапылённый	A	1
незлобивый	A	1
незлобливый	A	1
незнакомый	A	1
незрелость	S	1
незрелый	A	1
незримый	A	1
неизбежность	S	1
неизменяемый	A	1
неизмеренный	A	1
неизреченномъ	S	1
неимоверно	ADV	1
неисполнимый	A	1
неиспользование	S	1
неисследованный	A	1
неить	V	1
нейтральный	A	1
некомпетентность	S	1
некорректность	S	1
некрепкий	A	1
нелепый	A	1
нелюбовь	S	1
немаленький	A	1
немилость	S	1
немолодой	A	1
немолочный	A	1
немочься	V	1
немужественный	A	1
немъ	S	1
немыслящий	A	1
неназванный	A	1
ненаказуемый	A	1
ненасытить	V	1
ненасытно	ADV	1
ненасытность	S	1
ненатянутый	A	1
ненужный	A	1
необдуманный	A	1
необидный	A	1
необозначенный	A	1
необозримый	A	1
необразованность	S	1
необученный	A	1
необъятно-великий	A	1
необычайно	ADV	1
необычно	ADV	1
необязательно	ADV	1
неограниченность	S	1
неодинаковый	A	1
неодновременный	A	1
неоднозначность	S	1
неоднократно	ADV	1
неожиданный	A	1
неопалимый	A	1
неоплодотворённый	A	1
неопознанный	A	1
неопределённость	S	1
неопределённый	A	1
неопровергнутый	A	1
неопровержимый	A	1
неопытный	A	1
неосвещённый	A	1
неосмотрительность	S	1
неосмотрительный	A	1
неоспоримый	A	1
неотделимый	A	1
неотличность	S	1
неотложный	A	1
неотлучно	ADV	1
неотравленный	A	1
неотступно	ADV	1
неотступный	A	1
неоттеснить	V	1
неотъемлемый	A	1
непереваренный	A	1
неперевёрнутый	A	1
непереносимый	A	1
непобеждённый	A	1
неповторимый	A	1
непогода	S	1
непогрешимый	A	1
неподлежащий	A	1
неподражаемый	A	1
непознаваемый	A	1
непознанный	A	1
непокорный	A	1
непокорённый	A	1
неполно	ADV	1
неполнота	S	1
неполноценный	A	1
неполный	A	1
непонятливый	A	1
непорочный	A	1
непоседливость	S	1
непоследовательность	S	1
непослушание	S	1
непослушный	A	1
непостижимость	S	1
непостижимъ	S	1
непочитаемый	A	1
непр	S	1
неправдивый	A	1
неправильно	ADV	1
неправомочный	A	1
неправый	A	1
непревзносить	V	1
непредосудительный	A	1
непреклонно	ADV	1
непрекращающийся	A	1
непреодолимость	S	1
непреходящесть	S	1
непригодность	S	1
неприготовленный	A	1
неприкрашенный	A	1
неприкреплённый	A	1
неприложимый	A	1
неприметный	A	1
непримиримый	A	1
неприобретённый	A	1
непритязательность	S	1
непричинение	S	1
неприятие	S	1
неприятно	ADV	1
непробудный	A	1
непробуждённый	A	1
непроглядный	A	1
непроизводимость	S	1
непроизвольный	S	1
непроизносимый	A	1
непромокаемый	A	1
непроницаемость	S	1
непроторенный	A	1
непрочно	ADV	1
непуганый	A	1
непыльный	A	1
неравенство	S	1
неравнодушный	A	1
нераздельность	S	1
неразделённость	S	1
нераздражённый	A	1
неразличимость	S	1
неразличимый	A	1
нервный	A	1
нерефлексивный	A	1
нерефлективный	A	1
нерешительно	ADV	1
неродовитый	A	1
нерушимость	S	1
несамостоятельный	A	1
несвежий	A	1
несдержанный	A	1
несебялюбивый	A	1
несение	S	1
несказанно	ADV	1
несказанный	A	1
нескладный	A	1
нескоро	ADV	1
нескромный	A	1
нескрываемый	A	1
несломленный	A	1
неслыханный	A	1
неслышимый	A	1
несмелый	A	1
несметно	ADV	1
несожжённый	A	1
несознательный	A	1
несозревший	A	1
несолёный	A	1
несомненный	A	1
несообразный	A	1
несоответствующий	A	1
несопротивляющийся	A	1
несопряжённый	A	1
несосчитанный	A	1
несотворённый	A	1
неспособный	A	1
несравнимый	A	1
нестяжание	S	1
несущественный	A	1
несходный	A	1
несхожий	A	1
несчётный	A	1
несъедобный	A	1
нетвёрдый	A	1
нети	S	1
нетронутость	S	1
нетрудный	A	1
неуважительно	ADV	1
неувядаемый	A	1
неударяемый	A	1
неудачливый	A	1
неудачник	S	1
неудержимо	ADV	1
неудивительный	A	1
неудобный	A	1
неудовлетворённый	A	1
неузнаваемый	A	1
неуклонно	ADV	1
неуклюжий	A	1
неукоснительный	A	1
неукрашенный	A	1
неукротимый	A	1
неумелый	A	1
неумертвить	V	1
неуместный	A	1
неумиротворённый	A	1
неуничтожимость	S	1
неуничтожить	V	1
неурожай	S	1
неурочный	A	1
неуслышанный	A	1
неустранённый	A	1
неустрашимый	A	1
неусыпно	ADV	1
неусыпность	S	1
неусыпный	A	1
неутомимость	S	1
нехватка	S	1
нехотя	ADV	1
нечаянно	ADV	1
нечестивыхъ	S	1
нечесть	V	1
нечет	S	1
нечисто	ADV	1
нечистоты	S	1
нечувствительность	S	1
нечётный	A	1
нештар	S	1
неядовитый	A	1
нива	S	1
ниватакавач	S	1
нидидхьясан	S	1
нидхан	S	1
нижестоящий	A	1
низвергнуться	V	1
низойти	V	1
никхаров	S	1
никчёмный	A	1
нилаюдха	S	1
ниоткуда	ADV	1
нипур	S	1
нирало	S	1
нирвитарка	S	1
нирвичара	S	1
нисходящий	A	1
нить	V	1
нить-качество	S	1
нихсар	S	1
ничуть	V	1
нишад	S	1
нишады	S	1
нищенство	S	1
новизна	S	1
новобрачный	A	1
новопришедший	A	1
ножка	S	1
номинация	S	1
носец	S	1
носилки	S	1
носиться	V	1
носорог	S	1
ношение	S	1
нутро	S	1
нынешний	A	1
нырок	S	1
ньягродх	S	1
ньяй	S	1
ньять	V	1
нянька	S	1
нять	V	1
няясти	V	1
о-вый	A	1
обвал	S	1
обвеивать	V	1
обветшалый	A	1
обвивание	S	1
обвиваться	V	1
обвинить	V	1
обвинять	V	1
обвить	V	1
обглодать	V	1
обгрызть	V	1
обдуманно	ADV	1
обдумывание	S	1
обездвиженный	V	1
обезобразить	V	1
обезоруживать	V	1
обезьянознаменный	A	1
оберегаться	V	1
оберечь	V	1
обернуть	V	1
обеспокоенно	ADV	1
обжарить	V	1
обжечь	V	1
обжиг	S	1
обиход	S	1
обкрадывать	V	1
обладаемый	A	1
обладаетъ	S	1
облак	S	1
облаковъ	S	1
обламывать	V	1
облачение	S	1
облегчаться	V	1
облегчить	V	1
облекаться	V	1
облепить	V	1
облетать	V	1
облететь	V	1
облечение	S	1
облечь	V	1
облечься	V	1
облечённый	A	1
обливать	V	1
обливаться	V	1
облизывание	S	1
обликъ	S	1
обличать	V	1
обломок	S	1
облюбовать	V	1
обмазать	V	1
обмазывание	S	1
обманщица	S	1
обмахивать	V	1
обмахиваться	V	1
обмен	S	1
обменивать	V	1
обмениваться	V	1
обменять	V	1
обмолотить	V	1
обморочный	A	1
обмотать	V	1
обмывать	V	1
обнародовать	V	1
обновляться	V	1
обнюхать	V	1
обнюхивание	S	1
обнюхивать	V	1
обняться	V	1
обогащаться	V	1
обогнать	V	1
ободриться	V	1
ободряться	V	1
обозначаться	V	1
обольщать	V	1
обонянин	S	1
оборваться	V	1
оборона	S	1
оборонять	V	1
обороняться	V	1
оборот	S	1
обоснованный	V	1
обосноваться	V	1
обострённый	A	1
образец	S	1
образование	S	1
образоваться	V	1
образовъ	S	1
обрамить	V	1
обрбыть	V	1
обрезание	S	1
обрезать	V	1
обременить	V	1
обретаться	V	1
обривание	S	1
обрубить	V	1
обруч	S	1
обрыв	S	1
обрывать	V	1
обрызгать	V	1
обслуживание	S	1
обслуживать	V	1
обступить	V	1
обсуждать	V	1
обсуждение	S	1
обтирать	V	1
обточить	V	1
обтянутый	A	1
обтянуть	V	1
обувь	S	1
обуза	S	1
обуздалъ	S	1
обусловливать	V	1
обхаживание	S	1
обхват	S	1
обходительность	S	1
обчихать	V	1
объединяться	V	1
объедок	S	1
объективный	A	1
объемгод	S	1
обыкновенно	ADV	1
обыкновенный	A	1
обьятие	S	1
обязательный	A	1
овлад	S	1
овладевать	V	1
овощ	S	1
овчар	S	1
оглавление	S	1
оглашаться	V	1
оглохнуть	V	1
оглядеться	V	1
оглядка	S	1
огнеблистать	V	1
огневик	S	1
огнецветный	A	1
оговорить	V	1
огонёк	S	1
огорчаться	V	1
огорчение	S	1
ограждение	S	1
ограниченный	V	1
ограничить	V	1
ода	S	1
одаривать	V	1
одевание	S	1
одержимость	S	1
одеть	V	1
одеться	V	1
один-единственный	A	1
одинаковость	S	1
одинаковъ	S	1
одиноко	ADV	1
одно-единственный	A	1
одновременность	S	1
одновременный	A	1
одной-единственный	A	1
однокольный	A	1
одномужний	A	1
однонаправленность	S	1
однонога	S	1
одноногай	S	1
однослоговыя	S	1
одноцветный	A	1
одобрительный	A	1
одолить	V	1
одушевление	S	1
ожесточённый	A	1
оживать	V	1
озаботить	V	1
озадачить	V	1
озариться	V	1
озираться	V	1
ок	S	1
окаймить	V	1
оканчивать	V	1
окинуть	V	1
оклеветать	V	1
оклик	S	1
окова-петля	S	1
околдовать	V	1
околосердечный	A	1
оконечность	S	1
окончательно	ADV	1
окончиться	V	1
окраситься	V	1
окрашивать	V	1
окрашиваться	V	1
окрепнуть	V	1
округлять	V	1
окружность	S	1
окунаться	V	1
окунуться	V	1
окутаться	V	1
окутывать	V	1
олеандр	S	1
оленеокать	V	1
олениха	S	1
олицетворение	S	1
омертвить	V	1
омрачаютъ	S	1
омрачение	S	1
омрачить	V	1
омут	S	1
онеметь	V	1
оный	A	1
оныхъ	S	1
опалить	V	1
опасно-ядовитый	A	1
опережать	V	1
опериться	V	1
описалъ	S	1
описательный	A	1
оплести	V	1
оплодотворение	S	1
оплодотворять	V	1
оплодотворяться	V	1
оповестить	V	1
оповещать	V	1
опоздание	S	1
ополаскивание	S	1
ополоска	S	1
ополоснуть	V	1
оправдать	V	1
оправдывать	V	1
оправиться	V	1
опровергнуть	V	1
опрометчивый	A	1
опрыскать	V	1
опрыскивание	S	1
опухать	V	1
опухнуть	V	1
опытность	S	1
опьянелый	A	1
орбита	S	1
организм	S	1
ореховый	A	1
орлица	S	1
оросить	V	1
оружейный	A	1
осаждать	V	1
осаждаться	V	1
осведомить	V	1
освежаться	V	1
освежение	S	1
освежить	V	1
осветитель	S	1
осветиться	V	1
освещаться	V	1
освобожденъ	S	1
освящать	V	1
освящаться	V	1
освящение	S	1
оседлать	V	1
осенять	V	1
осиротеть	V	1
осиять	V	1
оскабливание	S	1
оскаливать	V	1
оскалить	V	1
оскверняться	V	1
оскопить	V	1
оскорбительно	ADV	1
оскорбительный	A	1
оскудевать	V	1
ослабить	V	1
ослабленность	S	1
ослабнуть	V	1
ослепительный	A	1
ослепнуть	V	1
ослушник	S	1
осматривание	S	1
основательно	ADV	1
основное	S	1
основной	A	1
особа	S	1
особо	ADV	1
осознавать	V	1
осознанный	V	1
осознать	V	1
осрамить	V	1
оставление	S	1
останки	S	1
осторожно	ADV	1
островерхий	A	1
остроконечный	A	1
острота	S	1
остыть	V	1
осуществимый	A	1
осуществиться	V	1
осуществляться	V	1
осчастливить	V	1
осыпаться	V	1
отбив	S	1
отбиваться	V	1
отбирание	S	1
отбрасывание	S	1
отведать	V	1
отведение	S	1
отведывать	V	1
ответчик	S	1
отвлекать	V	1
отворяться	V	1
отвратный	A	1
отвыкнувъ	S	1
отдалиться	V	1
отдалённость	S	1
отдаться	V	1
отделить	V	1
отделиться	V	1
отделяться	V	1
отделённый	V	1
отдохновение	S	1
отереть	V	1
откалываться	V	1
отклонение	S	1
отклонять	V	1
отколоть	V	1
откопать	V	1
откровенно	ADV	1
открыться	V	1
откуда-либо	ADV	1
откуда-то	ADV	1
откупиться	V	1
отлагательство	S	1
отлечь	V	1
отличимый	A	1
отличность	S	1
отложительный	A	1
отломать	V	1
отлучать	V	1
отлучаться	V	1
отлучение	S	1
отменить	V	1
отменный	A	1
отмерять	V	1
отмечаться	V	1
отмстить	V	1
отмываться	V	1
отниматься	V	1
относительный	A	1
отнощение	S	1
отодвинуться	V	1
отождествляться	V	1
отправлять	V	1
отпугивать	V	1
отработать	V	1
отравлять	V	1
отражаться	V	1
отразиться	V	1
отрасль	S	1
отрезание	S	1
отрезок	S	1
отреченный	A	1
отрешать	V	1
отрог	S	1
отрубать	V	1
отруби	S	1
отрясать	V	1
отрясти	V	1
отряхнуться	V	1
отсвечивать	V	1
отсохнуть	V	1
отстаивать	V	1
отступничество	S	1
отсылать	V	1
оттаскивать	V	1
оттеснить	V	1
отторжение	S	1
оттягивать	V	1
отчаиваться	V	1
отчаянный	A	1
отчаяться	V	1
отшлёпать	V	1
отъединить	V	1
отъезд	S	1
отъезжать	V	1
отъехать	V	1
отымённый	A	1
отыскиватель	S	1
отыскивать	V	1
отёл	S	1
оформленность	S	1
охапка	S	1
охватываться	V	1
охотник-чандал	S	1
охотно-принимать	V	1
охотный	A	1
охранение	S	1
охранительный	A	1
охряный	A	1
очаровывать	V	1
ошеломить	V	1
ошеломлять	V	1
ошибочно	ADV	1
ошибочный	A	1
ощетиниться	V	1
ощипывать	V	1
ощутимый	A	1
ощущаетъ	S	1
павамана	S	1
павильон	S	1
пагубно	ADV	1
падаль	S	1
падмак	S	1
паки	ADV	1
пал	S	1
паланка	S	1
палач	S	1
паломник	S	1
пальмообразный	A	1
памятный	A	1
памятование	S	1
пан	S	1
панава	S	1
панд	S	1
пандава	S	1
пани	S	1
пантера	S	1
панцырь	S	1
панча-суна	S	1
панчакарпат	S	1
панчалый	A	1
паралич	S	1
парамарш	S	1
парамахамс	S	1
паратангана	S	1
парашавый	A	1
парвата	S	1
парджание	S	1
паривадиня	S	1
париветтар	S	1
паривитти	S	1
паривритти	S	1
париджат	S	1
париджатый	A	1
парность	S	1
паров	S	1
паром	S	1
партия	S	1
партхи	S	1
парушака	S	1
парушить	V	1
парша	S	1
паръ	S	1
пасмурный	A	1
пассивный	A	1
пастушеский	A	1
пастушка	S	1
пастушокъ	S	1
паталый	A	1
патаччар	S	1
патаччара	S	1
паутина	S	1
пахи	S	1
пахлавовый	A	1
пахота	S	1
пахта	S	1
пашуп	S	1
паяс	S	1
певица	S	1
пелена	S	1
пеленать	V	1
первоначало	S	1
первостепенный	A	1
перебежать	V	1
перебираться	V	1
перебить	V	1
перебрасывать	V	1
перевал	S	1
переваривать	V	1
перевариться	V	1
перевернуть	V	1
перевернуться	V	1
перевод	S	1
перевоплощаться	V	1
перевёртывать	V	1
переговариваться	V	1
переговоры	S	1
перегонять	V	1
перегретый	A	1
передаваемый	A	1
передвижение	S	1
передышка	S	1
переживать	V	1
пережить	V	1
пережёвывать	V	1
перезвон	S	1
перекатываться	V	1
перекликаться	V	1
перекрытие	S	1
переломить	V	1
перелётный	A	1
переменить	V	1
перемешать	V	1
перемешаться	V	1
перемирие	S	1
перенапряжение	S	1
перенимать	V	1
переоценить	V	1
перепелый	A	1
переполнение	S	1
перерождаться	V	1
переселиться	V	1
переселяться	V	1
пересечение	S	1
пересилить	V	1
пересылать	V	1
пересыхать	V	1
переть	V	1
перехватить	V	1
переход	S	1
перечесть	V	1
перечислить	V	1
перечислять	V	1
перешагивать	V	1
перешёптывание	S	1
перикардий	S	1
пернатое	S	1
перстень	S	1
перфект	S	1
перхоть	S	1
песнопевец	S	1
пест	S	1
пестреть	V	1
пестрохвостый	A	1
песчинка	S	1
петься	V	1
печально	ADV	1
печатка	S	1
печать	S	1
печь	V	1
печься	V	1
пила	S	1
пинака	S	1
пирожное	S	1
пиршество	S	1
питримедх	S	1
питримедху	S	1
питьё	S	1
пишущий	A	1
пл	S	1
плавильщик	S	1
плавный	A	1
плакшея	S	1
пламеннагой	A	1
пламенновласый	A	1
планка	S	1
пластина	S	1
плательщик	S	1
плаха	S	1
плацента	S	1
плаша	S	1
плащ	S	1
плащъ	S	1
плеваться	V	1
плен	S	1
пленить	V	1
пленный	A	1
пленный	S	1
плескать	V	1
плетельщик	S	1
плетение	S	1
плетьмить	V	1
плечевой	A	1
плешивец	S	1
плита	S	1
плодамъ	S	1
плодовый	A	1
плодоношение	S	1
плодотворно	ADV	1
плодотворность	S	1
плодъ	S	1
плотоядный	A	1
плотск	S	1
плугоносец	S	1
плут	S	1
плутовка	S	1
плутовство	S	1
плухо	S	1
плюнуть	V	1
пляс	S	1
плясун	S	1
по-детски	ADV	1
по-иному	ADV	1
по-настоящему	ADV	1
по-разному	ADV	1
по-человечески	ADV	1
побагроветь	V	1
победительница	S	1
побеседовать	V	1
побивать	V	1
поблёклый	A	1
поборник	S	1
побранить	V	1
побудительный	A	1
побужденной	A	1
побуждить	V	1
повалить	V	1
повелительный	A	1
повергаться	V	1
поверить	V	1
повесить	V	1
повилика	S	1
повинный	A	1
повлиять	V	1
поворотный	A	1
повторяться	V	1
повязать	V	1
повязывать	V	1
поганый	A	1
погаситель	S	1
погашать	V	1
погашаться	V	1
погладить	V	1
поглощаться	V	1
погода	S	1
погра	S	1
пограничный	A	1
погреб	S	1
погребение	S	1
погрозить	V	1
подавление	S	1
подавляться	V	1
подарить	V	1
подаян	S	1
подбадривание	S	1
подбежать	V	1
подбирать	V	1
подбить	V	1
подбодрить	V	1
подвергать	V	1
подвергаться	V	1
подвергнуть	V	1
подверженность	S	1
подвесной	A	1
подвижник-ять	S	1
подвижничать	V	1
подвижнический	A	1
подвижность	S	1
подвизаться	V	1
подвинуть	V	1
подговаривать	V	1
подговор	S	1
подгонять	V	1
подготавливать	V	1
подготовка	S	1
подданый	A	1
поддаться	V	1
поддерживаться	V	1
поделить	V	1
поджигать	V	1
подзадоривать	V	1
подкатываться	V	1
подкова	S	1
подковообразный	A	1
подкрасться	V	1
подкрепить	V	1
подкрепляться	V	1
подкручивать	V	1
подкупать	V	1
подлесок	S	1
подливать	V	1
подливка	S	1
подложить	V	1
подлость	S	1
подманить	V	1
подметание	S	1
подметать	V	1
подмешивать	V	1
подмога	S	1
подмывать	V	1
подмываться	V	1
подневольный	A	1
подобрать	V	1
подогнуть	V	1
подождать	V	1
подозревать	V	1
подозрение	S	1
подорожник	S	1
подослать	V	1
подошва	S	1
подпасть	V	1
подпевать	V	1
подползти	V	1
подпорка	S	1
подпоясать	V	1
подпрыгнуть	V	1
подразделение	S	1
подразумевать	V	1
подрыть	V	1
подсказать	V	1
подставить	V	1
подставка	S	1
подстелить	V	1
подстерегать	V	1
подстрекать	V	1
подстроить	V	1
подступать	V	1
подтверждать	V	1
подтверждаться	V	1
подтверждение	S	1
подтягивать	V	1
подтягиваться	V	1
подтянутый	A	1
подумывать	V	1
подчиниться	V	1
подчистить	V	1
подъ	S	1
подъесть	V	1
подъехать	V	1
подымиться	V	1
подёргивание	S	1
поедаться	V	1
поезд	S	1
поездка	S	1
поехать	V	1
пожаловать	V	1
пожелай-дерево	S	1
пожертвование	S	1
пожизненный	A	1
пожилой	A	1
позавидовать	V	1
позвонок	S	1
позвякивание	S	1
поздравление	S	1
познавательный	A	1
познавш	S	1
поимённо	ADV	1
покарать	V	1
покачивать	V	1
поклевать	V	1
поклонник	S	1
поколебать	V	1
поколебаться	V	1
покорилъ	S	1
покориться	V	1
покоряться	V	1
покричать	V	1
покружить	V	1
покрутить	V	1
покуда	ADV	1
покупать	V	1
покупной	A	1
полагание	S	1
полгода	S	1
полезно	ADV	1
полемический	A	1
поленница	S	1
полететь	V	1
полечь	V	1
полжертва	S	1
ползун	S	1
ползучий	A	1
поливание	S	1
поливка	S	1
политический	A	1
полка	S	1
полмесяца	S	1
полно	ADV	1
полнобедрый	A	1
полнобрюхий	A	1
полноводность	S	1
полноводье	S	1
полногрудый	A	1
полномочный	A	1
половой	A	1
положиться	V	1
полосатый	A	1
полоскать	V	1
полоскаться	V	1
полпути	S	1
полсылать	V	1
полубог	S	1
полубогиня	S	1
полузакрытый	A	1
полумёртвый	A	1
полуотпрыск	S	1
полуприкрыть	V	1
полупустой	A	1
полусырой	A	1
поляна	S	1
помаслить	V	1
помахивание	S	1
поменяться	V	1
пометить	V	1
помешать	V	1
помост	S	1
помутнение	S	1
помутнеть	V	1
помёт	S	1
понапрасну	ADV	1
понедельник	S	1
понести	V	1
понизу	ADV	1
понимающий	A	1
поныне	ADV	1
понятие	S	1
поохотиться	V	1
попасться	V	1
попеременно	ADV	1
поперечина	S	1
поперечный	A	1
попирать	V	1
поплатиться	V	1
пополнение	S	1
пополнять	V	1
пополоскать	V	1
попотеть	V	1
поправимый	A	1
поправить	V	1
поправиться	V	1
попрекать	V	1
поработить	V	1
порабощать	V	1
порасти	V	1
порезать	V	1
порей	S	1
порешить	V	1
порка	S	1
порог	S	1
породистый	A	1
породитель	S	1
порознь	ADV	1
порошковый	A	1
портной	S	1
портрет	S	1
порубить	V	1
порубка	S	1
поруганный	A	1
поручать	V	1
поручитель	S	1
поручиться	V	1
порываться	V	1
пос	S	1
посвататься	V	1
посев	S	1
посессивный	A	1
поскользнуться	V	1
посланница	S	1
послужить	V	1
послушать	V	1
послушаться	V	1
посмертный	A	1
посметь	V	1
посмешище	S	1
посмеяться	V	1
пособник	S	1
посол	S	1
посольство	S	1
пососать	V	1
поспа	S	1
поспешный	A	1
посрамлять	V	1
посредница-ветер	S	1
посредствомъ	S	1
поссориться	V	1
поставляетъ	S	1
поставщик	S	1
постареть	V	1
постигаться	V	1
постпозиция	S	1
пострадать	V	1
построиться	V	1
постукивание	S	1
постыдный	A	1
посудить	V	1
посчитать	V	1
посчитаться	V	1
посыльный	A	1
посыльный-сут	S	1
посыпать	V	1
потаскуха	S	1
потенция	S	1
потереться	V	1
потерпеть	V	1
потерянный	V	1
потеха	S	1
потирать	V	1
потопить	V	1
потребовать	V	1
потребоваться	V	1
потревожить	V	1
потрястись	V	1
потусторонний	A	1
потушить	V	1
потягивать	V	1
поутихнуть	V	1
